disease_OMIM_ID	disease_name
309900	Mucopolysaccharidosis II
31	$Deafness, autosomal dominan$
310200	Duchenne muscular dystrophy
310300	$Emery-Dreifuss muscular dystrophy 1, X-linked$
310400	$Myotubular myopathy, X-linked$
310440	$Myopathy, X-linked, with excessive autophagy$
310468	$Nephrolithiasis, type I$
310490	Cowchock syndrome
310500	$Night blindness, congenital stationary (complete), 1A, X-linked$
310600	Norrie disease
310700	$Nystagmus, infantile periodic alternating, X-linked$
311070	$Charcot-Marie-Tooth disease, X-linked recessive, 5$
311200	Orofaciodigital syndrome I
311250	Ornithine transcarbamylase deficiency
311300	$Otopalatodigital syndrome, type I$
311360	Premature ovarian failure 1
311510	Waisman syndrome
311900	TARP syndrome
312000	$Panhypopituitarism, X-linked$
312060	$Properdin deficiency, X-linked$
312080	Pelizaeus-Merzbacher disease
312170	Pyruvate dehydrogenase E1-alpha deficiency
312300	$Androgen insensitivity, partial, with or without breast cancer$
312600	Retinitis pigmentosa 2
312700	Retinoschisis
312750	$Rett syndrome, atypical$
312863	$Combined immunodeficiency, X-linked, moderate$
312870	$Simpson-Golabi-Behmel syndrome, type 1$
312920	$Spastic paraplegia 2, X-linked$
313200	Spinal and bulbar muscular atrophy of Kennedy
313400	Spondyloepiphyseal dysplasia tarda
313500	$Tooth agenesis, selective, X-linked 1$
313900	$Thrombocytopenia, X-linked, intermittent$
314050	$Thrombocytopenia with beta-thalassemia, X-linked$
314250	$Dystonia-Parkinsonism, X-linked$
314390	$VACTERL association, X-linked$
314400	$Cardiac valvular dysplasia, X-linked$
314580	Wieacker-Wolff syndrome
32	Spinocerebellar ataxi
33	$Mental retardation, autosomal recessiv$
34	Retinitis pigmentos
35	$Mental retardation, autosomal recessiv$
37	Spinocerebellar ataxi
38	$Deafness, autosomal recessiv$
4	Moyamoya diseas
40	$Deafness, autosomal recessiv$
400044	46XY sex reversal 1
400045	46XX sex reversal 1
415000	$Spermatogenic failure, Y-linked, 2$
42	$Mental retardation, X-linke$
43	$Deafness, autosomal dominan$
45	$Mental retardation,X-linke$
46	$Deafness, autosomal recessiv$
47	$Deafness, autosomal dominan$
48	$Deafness, autosomal dominan$
49	$Deafness, autosomal dominan$
5	$Spinocerebellar ataxia, X-linke$
50	$Mental retardation, X-linke$
51	$Deafness, autosomal recessiv$
52	$Mental retardation, X-linke$
53	$Mental retardation, X-linke$
54	$Deafness, autosomal dominan$
55	$Deafness, autosomal recessiv$
58	$Deafness, autosomal dominan$
580000	$Deafness, mitochondrial, modifier of$
59	$Deafness, autosomal dominan$
6	$Retinitis pigmentosa, X-linked recessive$
600001	Pancreatic agenesis and congenital heart defects
600002	Eiken syndrome
600059	Retinitis pigmentosa 13
600060	$Deafness, autosomal recessive 2$
600072	$Insomnia, fatal familial$
600081	Rickets due to defect in vitamin D 25-hydroxylation
600101	$Deafness, autosomal dominant 2A$
600105	$Retinitis pigmentosa-12, autosomal recessive$
600110	Stargardt disease 3
600116	$Parkinson disease, juvenile, type 2$
600118	Warburg micro syndrome 1
600121	$Rhizomelic chondrodysplasia punctata, type 3$
600132	Retinitis pigmentosa 14
600138	Retinitis pigmentosa 11
600142	CARASIL syndrome
600143	$Ceroid lipofuscinosis, neuronal, 8$
600145	Caudal regression syndrome
600151	Bardet-Biedl syndrome 3
600155	$Hirschsprung disease, susceptibility to, 2$
600175	$Spinal muscular atrophy, distal, congenital nonprogressive$
600195	$Venous malformations, multiple cutaneous and mucosal$
600202	$Dyslexia, susceptibility to, 2$
600204	$Epiphyseal dysplasia, multiple, 2$
600208	Macrothrombocytopenia and progressive sensorineural deafness
600224	Spinocerebellar ataxia 5
600231	$Palmoplantar keratoderma, Bothnian type$
600251	$Facial clefting, oblique, 1$
600263	$H. pylori infection, susceptibility to$
600274	$Dementia, frontotemporal, with or without parkinsonism$
600309	Atrioventricular septal defect 3
600316	$Deafness, autosomal recessive 3$
600320	$Diabetes mellitus, insulin-dependent, 5$
600334	$Tibial muscular dystrophy, tardive$
600348	Band heterotopia
600363	$Spastic paraplegia 6, autosomal dominant$
600373	CODAS syndrome
600376	$Telangiectasia, hereditary hemorrhagic, type 2$
600462	$Myopathy, lactic acidosis, and sideroblastic anemia 1$
600496	$MODY, type III$
600501	ABCD syndrome
600512	$Epilepsy, familial temporal lobe, 1$
600513	$Epilepsy, nocturnal frontal lobe, 1$
600625	Orofacial cleft 11
600630	UV-sensitive syndrome 1
600634	$Pituitary adenoma, prolactin-secreting$
600638	$Fibrosis of extraocular muscles, congenital, 3A$
600649	$CPT II deficiency, infantile$
600652	$Deafness, autosomal dominant 4A$
600666	Polycyctic kidney disease 3
600721	D-2-hydroxyglutaric aciduria
600740	$Hypocalciuric hypercalcemia, type III$
600775	Craniosynostosis 4
600791	$Deafness, autosomal recessive 4, with enlarged vestibular aqueduct$
600794	$Neuropathy, distal hereditary motor, type VA$
600795	$Dementia, familial, nonspecific$
600800	$Budd-Chiari syndrome, somatic$
600802	$SCID, autosomal recessive, T-negative/B-positive type$
600803	Gallbladder disease 1
600807	$Asthma, susceptibility to$
600850	$Schizophrenia, susceptibility to, 4$
600852	Retinitis pigmentosa 17
600858	$Cardiomyopathy, hypertrophic 6$
600880	Budd-Chiari syndrome
600881	$Cataract 10, multiple types$
600882	$Charcot-Marie-Tooth disease, type 2B$
600886	Hyperferritinemia-cataract syndrome
600901	$Fanconi anemia, complementation group E$
600919	$Cardiac arrhythmia, ankyrin-B-related$
600920	Van den Ende-Gupta syndrome
600955	Obesity with impaired prohormone processing
600962	$Palmoplantar keratoderma, nonepidermolytic$
600965	$Deafness, autosomal dominant 6/14/38$
600969	$Epiphyseal dysplasia, multiple, 3, with or without myopathy$
600971	$Deafness, autosomal recessive 6$
600972	Achondrogenesis Ib
600974	$Deafness, autosomal recessive 7$
600977	Cone-rod dystrophy 5
600994	$Deafness, autosomal dominant 5$
600995	$Nephrotic syndrome, type 2$
600996	Arrhythmogenic right ventricular dysplasia 2
601001	$Epidermolysis bullosa simplex, recessive 1$
601003	Brody myopathy
601005	Timothy syndrome
601042	Dystonia 9
601067	$Usher syndrome, type 1D/F digenic$
601071	$Auditory neuropathy, autosomal recessive, 1$
601072	$Deafness, autosomal recessive 8/10$
601088	Ayme-Gripp syndrome
601098	$Charcot-Marie-Tooth disease, type 1C$
601104	$Supranuclear palsy, progressive$
601110	$Congenital disorder of glycosylation, type Id$
601144	Brugada syndrome 1
601152	Hereditary motor and sensory neuropathy VIA
601154	$Cardiomyopathy, dilated, 1E$
601162	$Spastic paraplegia 9A, autosomal dominant$
601186	$Microphthalmia, isolated, with coloboma 8$
601198	$Hypocalcemia, autosomal dominant, with Bartter syndrome$
601200	Pleuropulmonary blastoma
601214	Naxos disease
601216	Dental anomalies and short stature
601238	$Ataxia, cerebellar, Cayman type$
601277	$Ichthyosis, congenital, autosomal recessive 4A$
601283	$Diabetes mellitus, noninsulin-dependent 1$
601287	$Muscular dystrophy, limb-girdle, type 2F$
601316	$Deafness, autosomal dominant 10$
601317	$Deafness, autosomal dominant 11$
601321	Neurofibromatosis-Noonan syndrome
601331	$Renal dysplasia, cystic, susceptibility to$
601338	CAPOS syndrome
601358	Nicolaides-Baraitser syndrome
601367	$Cerebral infarction, susceptibility to$
601369	$Deafness, autosomal dominant 9$
601382	$Charcot-Marie-Tooth disease, type 4B1$
601386	$Deafness, autosomal recessive 12$
601388	$Diabetes mellitus, insulin-dependent, 12$
601390	Van Maldergem syndrome 1
601399	$Platelet disorder, familial, with associated myeloid malignancy$
601410	$Diabetes mellitus, transient neonatal$
601414	Retinitis pigmentosa 18
601419	$Myopathy, myofibrillar, 1$
601455	$Charcot-Marie-Tooth disease, type 4D$
601457	$Severe combined immunodeficiency, B cell-negative$
601462	$Myasthenic syndrome, congenital, 1A, slow-channel$
601472	$Charcot-Marie-Tooth disease, type 2D$
601492	Mucopolysaccharidosis type IX
601493	Left ventricular noncompaction 3
601494	Left ventricular noncompaction 6
601495	Agammaglobulinemia 1
601518	Prostate cancer 1
601536	Athabaskan brainstem dysgenesis syndrome
601539	Peroxisome biogenesis disorder 1B (NALD/IRD)
601543	$Deafness, autosomal dominant 8/12$
601544	$Deafness, autosomal dominant 3A$
601547	$Cataract 3, multiple types$
601550	$[Blood group, Swann]$
601551	$[Blood group, Froese]$
601552	Traboulsi syndrome
601553	$Hypotrichosis, congenital, with juvenile macular dystrophy$
601559	Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome
601583	Wilms tumor susceptibility-5
601596	$Charcot-Marie-Tooth disease, type 4C$
601606	$Trichoepithelioma, multiple familial, 1$
601626	$Leukemia, acute myeloid$
601631	$Anterior segment dysgenesis 3, multiple subtypes$
601634	$Spina bifida, folate-sensitive, susceptibility to$
601650	Paragangliomas 2
601665	$Obesity, autosomal dominant$
601675	$Trichothiodystrophy 1, photosensitive$
601678	$Bartter syndrome, type 1$
601680	$Arthrogryposis, distal, type 2B$
601696	[Novelty seeking personality]
601705	$T-cell immunodeficiency, congenital alopecia, and nail dystrophy$
601707	$Curry-Jones syndrome, somatic mosaic$
601709	Quebec platelet disorder
601718	Retinitis pigmentosa 19
601744	$Systemic lupus erythematosus, susceptibility to, 1$
601776	$Ehlers-Danlos syndrome, musculocontractural type 1$
601777	Cone-rod dystrophy 6
601780	$Ceroid lipofuscinosis, neuronal, 6$
601800	$[Skin/hair/eye pigmentation 3, blue/green eyes]$
601812	$Premature aging syndrome, Penttinen type$
601813	Exudative vitreoretinopathy 4
601815	Phosphoglycerate dehydrogenase deficiency
601816	$[Bilirubin, serum level of, QTL1]$
601820	$Hyperinsulinemic hypoglycemia, familial, 2$
601847	$Cholestasis, progressive familial intrahepatic 2$
601859	$Autoimmune lymphoproliferative syndrome, type IA$
601868	$Deafness, autosomal dominant 13$
601869	$Deafness, autosomal recessive 15$
601884	[Bone mineral density variability 1]
601885	$Cataract 14, multiple types$
601887	Malignant hyperthermia susceptibility 5
601894	Glomerulopathy with fibronectin deposits 2
601942	$Diabetes, mellitus, insulin-dependent, susceptibility to, 10$
601952	Keratosis linearis with ichthyosis congenita and sclerosing keratoderma
601954	$Muscular dystrophy, limb-girdle, type 2G$
601977	Thrombocythemia 2
602014	$Hypomagnesemia 1, intestinal$
602025	$Obesity, severe, susceptibility to, BMIQ9$
602032	$Ectodermal dysplasia 4, hair/nail type$
602066	$Convulsions, familial infantile, with paroxysmal choreoathetosis$
602078	$Fibrosis of extraocular muscles, congenital, 2$
602079	Trimethylaminuria
602080	$Paget disease of bone 2, early-onset$
602081	Speech-language disorder-1
602082	$Corneal dystrophy, Thiel-Behnke type$
602083	$Usher syndrome, type 1F$
602088	$Nephronophthisis 2, infantile$
602089	$Hemangioma, capillary infantile, somatic$
602092	$Deafness, autosomal recessive 18A$
602093	Cone-rod dystrophy 14
602099	$Amyotrophic lateral sclerosis 5, juvenile$
602111	Metaphyseal anadysplasia 1
602342	Pierpont syndrome
602347	$Cholestasis, progressive familial intrahepatic 3$
602361	Gracile bone dysplasia
602390	$Hemochromatosis, type 2A$
602398	Desmosterolosis
602400	$Ichthyosis, congenital, autosomal recessive 11$
602433	$Amyotrophic lateral sclerosis 4, juvenile$
602450	$Severe combined immunodeficiency, Athabascan type$
602459	$Deafness, autosomal dominant 15$
602471	$Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities$
602473	Ethylmalonic encephalopathy
602481	$Migraine, familial basilar$
602482	$Axenfeld-Rieger syndrome, type 3$
602483	Auriculocondylar syndrome 1
602485	$Hyperinsulinemic hypoglycemia, familial, 3$
602491	$Hyperlipidemia, familial combined, susceptibility to$
602501	$Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic$
602522	Sensorineural deafness with mild renal dysfunction
602531	Grange syndrome
602535	Marshall-Smith syndrome
602540	Hystrix-like ichthyosis with deafness
602541	$Muscular dystrophy, congenital, megaconial type$
602579	$Congenital disorder of glycosylation, type Ib$
602588	Branchiootic syndrome 1
602629	$Dystonia 6, torsion$
602668	Myotonic dystrophy 2
602722	$Renal tubular acidosis, distal, autosomal recessive$
602723	Psoriasis 2
602771	$Muscular dystrophy, rigid spine, 1$
602772	Retinitis pigmentosa 25
602782	Histiocytosis-lymphadenopathy plus syndrome
602849	Muenke syndrome
602875	$Acromesomelic dysplasia, Maroteaux type$
603013	$Schizophrenia, susceptibility to$
603034	$Myasthenic syndrome, congenital, 5$
603041	Mitochondrial DNA depletion syndrome 1 (MNGIE type)
603075	$Macular degeneration, age-related$
603147	$Congenital disorder of glycosylation, type Ic$
603194	Meckel syndrome 2
603218	Huntington disease-like 1
603233	$Pseudohypoparathyroidism, type IB$
603278	$Glomerulosclerosis, focal segmental, 1$
603284	Cerebral cavernous malformations-2
603285	Cerebral cavernous malformations 3
603358	GRACILE syndrome
603373	$Hyperthyroidism, familial gestational$
603383	$Glaucoma 1, open angle, F$
603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1
603457	Bosma arhinia microphthalmia syndrome
603467	$Fanconi anemia, complementation group F$
603471	$Citrullinemia, adult-onset type II$
603511	$Muscular dystrophy, limb-girdle, type 1E$
603513	$Cerebral palsy, spastic quadriplegic, 1$
603516	Spinocerebellar ataxia 10
603543	Limb-mammary syndrome
603546	$Spondyloepimetaphyseal dysplasia with joint laxity, type 2$
603552	$Hemophagocytic lymphohistiocytosis, familial, 4$
603553	$Hemophagocytic lymphohistiocytosis, familial, 2$
603554	Omenn syndrome
603563	$Spastic paraplegia 8, autosomal dominant$
603585	$Congenital disorder of glycosylation, type IIf$
603592	$Xanthinuria, type II$
603622	$Deafness, autosomal dominant 17$
603629	$Deafness, autosomal recessive 21$
603649	Cone-rod dystrophy 7
603671	Acromelic frontonasal dysostosis
603688	$Prostate cancer/brain cancer susceptibility, somatic$
603689	$Myopathy, proximal, with early respiratory muscle involvement$
603720	$Deafness, autosomal recessive 16$
603736	SBBYSS syndrome
603776	Low density lipoprotein cholesterol level QTL 1
603786	Stargardt disease 4
603813	$Hypercholesterolemia, familial, autosomal recessive$
603829	$Ventricular fibrillation, familial, 1$
603830	Long QT syndrome-3
603860	Medullary cystic kidney disease 2
603896	Ovarioleukodystrophy
603902	$Thalassemia-beta, dominant inclusion-body$
603903	Sickle cell anemia
603909	$Autoimmune lymphoproliferative syndrome, type II$
603932	$Intervertebral disc disease, susceptibility to$
603933	Microvascular complications of diabetes 1
603956	$Cervical cancer, somatic$
603965	$Glomerulosclerosis, focal segmental, 2$
604004	Megalencephalic leukoencephalopathy with subcortical cysts
604091	Hypoalphalipoproteinemia
604093	Keratosis pilaris atrophicans
604116	Cone-rod dystrophy 3
604117	Vohwinkel syndrome with ichthyosis
604121	$Cerebellar ataxia, deafness, and narcolepsy, autosomal dominant$
604129	Epidermolysis bullosa pruriginosa
604131	$Thalassemia, alpha-$
604145	$Cardiomyopathy, dilated, 1G$
604168	$Congenital cataracts, facial dysmorphism, and neuropathy$
604169	$Left ventricular noncompaction 1, with or without congenital heart defects$
604173	Poikiloderma with neutropenia
604187	$Spastic paraplegia 10, autosomal dominant$
604213	Chudley-McCullough syndrome
604218	$Encephalopathy, familial, with neuroserpin inclusion bodies$
604219	$Cataract 9, multiple types$
604229	$Anterior segment dysgenesis 5, multiple subtypes$
604232	$Retinitis pigmentosa, juvenile, autosomal recessive$
604233	$Epilepsy, generalized, with febrile seizures plus, type 1$
604250	$Hemochromatosis, type 3$
604271	$Growth hormone insensitivity, partial$
604273	$Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1$
604278	$Renal tubular acidosis, proximal, with ocular abnormalities$
604286	$Muscular dystrophy, limb-girdle, type 2E$
604290	$Hemosiderosis, systemic, due to aceruloplasminemia$
604292	$Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3$
604302	$Rheumatoid arthritis, systemic juvenile, susceptibility to$
604307	$Cataract 2, multiple types$
604308	MASS syndrome
604317	$Microcephaly 2, primary, autosomal recessive, with or without cortical malformations$
604320	$Neuronopathy, distal hereditary motor, type VI$
604321	$Microcephaly 4, primary, autosomal recessive$
604326	Spinocerebellar ataxia 12
604348	$Advanced sleep phase syndrome, familial, 1$
